id,time,abundance,logscale,organism,control,stddev,algalHost,algalHostTaxon,virusName,method,error,origSource
Castberg24,16.14,212530.0,False,H,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,18.05,217840.0,False,H,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,20.05,242110.0,False,H,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,22.05,245320.0,False,H,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,24.04,248530.0,False,H,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,26.04,275950.0,False,H,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,28.04,297050.0,False,H,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,30.04,261320.0,False,H,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,32.03,282420.0,False,H,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,34.03,263530.0,False,H,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,36.03,283570.0,False,H,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,50.0,270000.0,False,H,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,76.0,150000.0,False,H,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,0.0,12800000.0,False,V,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,8.08,14253000.0,False,V,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,12.07,15394000.0,False,V,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,14.07,18439000.0,False,V,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,16.06,22798000.0,False,V,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,21.97,35065000.0,False,V,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,24.06,40839000.0,False,V,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,25.97,42166000.0,False,V,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,27.97,46019000.0,False,V,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,29.97,50581000.0,False,V,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Eissler40,0.08,2850700.0,False,H,True,485110.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,4.08,3910100.0,False,H,True,1266700.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,8.09,5455100.0,False,H,True,1520050.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,12.09,5416400.0,False,H,True,1551650.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,16.02,6539000.0,False,H,True,1825950.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,20.66,5128300.0,False,H,True,2185300.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,24.75,6314400.0,False,H,True,3177500.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,28.03,5958300.0,False,H,True,1921400.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,32.04,7503300.0,False,H,True,1224550.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,36.2,6852400.0,False,H,True,3240900.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,40.2,8376200.0,False,H,True,3727200.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,44.37,10259000.0,False,H,True,2797550.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,48.05,8045300.0,False,H,True,2322900.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,52.06,8640100.0,False,H,True,855060.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,56.14,8643700.0,False,H,True,1098250.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,60.15,9322900.0,False,H,True,2533450.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,67.11,8209900.0,False,H,True,1636500.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,72.56,10284000.0,False,H,True,907710.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,0.08,5236900.0,False,H,False,750750.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,4.16,5768400.0,False,H,False,950680.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,7.93,5835000.0,False,H,False,614550.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,12.09,4846200.0,False,H,False,1024690.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,16.26,4702100.0,False,H,False,1066300.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,20.66,4283600.0,False,H,False,1319600.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,24.91,3675000.0,False,H,False,1890100.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,28.11,3466700.0,False,H,False,1912950.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,32.04,3385700.0,False,H,False,1837700.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,36.2,2143500.0,False,H,False,1077450.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,40.2,1682400.0,False,H,False,592060.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,44.29,1179200.0,False,H,False,538460.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,47.97,971320.0,False,H,False,422250.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,51.98,890380.0,False,H,False,232770.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,56.14,957390.0,False,H,False,105898.21,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,60.15,791980.0,False,H,False,232205.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,67.19,734840.0,False,H,False,200460.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,72.64,655160.0,False,H,False,306570.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,0.09,10981000.0,False,V,False,656690.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,4.13,12959000.0,False,V,False,2987300.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,8.25,13273000.0,False,V,False,3480600.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,12.04,17914000.0,False,V,False,3981250.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,16.07,15899000.0,False,V,False,4815700.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,20.78,13881000.0,False,V,False,3985500.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,20.7,15545000.0,False,V,False,3491900.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,24.9,14527000.0,False,V,False,5474350.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,28.01,12516000.0,False,V,False,6314200.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,32.14,32464000.0,False,V,False,22926000.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,36.18,22129000.0,False,V,False,13453500.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,40.3,32426000.0,False,V,False,22594500.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,44.26,39063000.0,False,V,False,2323200.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,48.14,65668000.0,False,V,False,19773000.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,52.0,37031000.0,False,V,False,5151000.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,56.05,66297000.0,False,V,False,3986300.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,60.18,91902000.0,False,V,False,1657250.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,67.35,134460000.0,False,V,False,11629500.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Eissler40,72.74,163060000.0,False,V,False,35377000.0,Chaetoceros cf. wighamii,Diatom,CwNIV,epiflourescence microscopy,StdDev,"Eissler et al., 2009"
Gao41,0.11,860201.112713023,True,H,False,,Planktothrix agardhii,Cyanobacteria,PaV-LD,optical microscopy,StdDev,"Gao et al., 2009"
Gao41,23.9,1002766.9229965868,True,H,False,,Planktothrix agardhii,Cyanobacteria,PaV-LD,optical microscopy,StdDev,"Gao et al., 2009"
Gao41,47.69,1889731.054431676,True,H,False,,Planktothrix agardhii,Cyanobacteria,PaV-LD,optical microscopy,StdDev,"Gao et al., 2009"
Gao41,72.17,645059.833284831,True,H,False,,Planktothrix agardhii,Cyanobacteria,PaV-LD,optical microscopy,StdDev,"Gao et al., 2009"
Gao41,95.97,375837.4042884443,True,H,False,,Planktothrix agardhii,Cyanobacteria,PaV-LD,optical microscopy,StdDev,"Gao et al., 2009"
Gao41,120.18,2472.8626781870225,True,H,False,,Planktothrix agardhii,Cyanobacteria,PaV-LD,optical microscopy,StdDev,"Gao et al., 2009"
Gao41,0.12,407474.09137987054,True,V,False,,Planktothrix agardhii,Cyanobacteria,PaV-LD,optical microscopy,StdDev,"Gao et al., 2009"
Gao41,23.93,146791.19297026846,True,V,False,,Planktothrix agardhii,Cyanobacteria,PaV-LD,optical microscopy,StdDev,"Gao et al., 2009"
Gao41,47.36,895158.6239272417,True,V,False,,Planktothrix agardhii,Cyanobacteria,PaV-LD,optical microscopy,StdDev,"Gao et al., 2009"
Gao41,72.08,184799163.0578525,True,V,False,,Planktothrix agardhii,Cyanobacteria,PaV-LD,optical microscopy,StdDev,"Gao et al., 2009"
Gao41,95.53,296756335.8073532,True,V,False,,Planktothrix agardhii,Cyanobacteria,PaV-LD,optical microscopy,StdDev,"Gao et al., 2009"
Gao41,119.67,192309172.89101535,True,V,False,,Planktothrix agardhii,Cyanobacteria,PaV-LD,optical microscopy,StdDev,"Gao et al., 2009"
Johannessen68,2.87,64663.0428,False,H,True,3487.25,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,5.84,66756.3289,False,H,True,2727.23,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,8.82,74243.3582,False,H,True,2158.08,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,12.01,69859.4825,False,H,True,3493.67,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,14.94,70875.1874,False,H,True,2972.4,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,18.02,91304.8656,False,H,True,3791.38,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,21.97,216890.0,False,H,True,6195.8,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,24.08,277800.0,False,H,True,9710.49,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,27.0,303090.0,False,H,True,8113.38,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,28.95,397970.0,False,H,True,6743.35,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,33.01,321830.0,False,H,True,19422.73,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,0.11,215750.0,False,H,False,6466.07,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,2.92,241580.0,False,H,False,7818.59,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,6.01,286820.0,False,H,False,22385.79,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,8.98,291070.0,False,H,False,21832.99,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,12.01,277520.0,False,H,False,10514.3,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,15.15,250480.0,False,H,False,4578.84,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,18.02,220220.0,False,H,False,2697.46,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,22.13,236310.0,False,H,False,11044.92,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,23.86,243280.0,False,H,False,2153.41,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,29.11,171430.0,False,H,False,8894.42,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,33.01,105540.0,False,H,False,7259.95,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,36.04,61250.5079,False,H,False,4042.97,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,39.02,49859.4358,False,H,False,2421.35,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,42.1,46556.6436,False,H,False,3236.25,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,0.05,108060000.0,False,V,False,,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,2.97,122210000.0,False,V,False,,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,5.91,131650000.0,False,V,False,,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,8.93,138080000.0,False,V,False,,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,11.95,150940000.0,False,V,False,,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,14.87,135080000.0,False,V,False,,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,18.07,139370000.0,False,V,False,,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,22.2,141080000.0,False,V,False,,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,24.11,166380000.0,False,V,False,,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,29.03,183100000.0,False,V,False,,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,33.17,198970000.0,False,V,False,,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,36.07,111060000.0,False,V,False,,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,39.2,167670000.0,False,V,False,,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen68,42.29,150090000.0,False,V,False,,Haptolina ericina,Haptophyte,HeV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,2.99,369580.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,6.0,310270.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,9.09,317110.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,12.04,301140.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,15.05,252090.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,18.07,307980.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,22.01,399240.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,24.05,435740.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,29.03,438020.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,32.04,362740.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,36.12,409510.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,2.99,345130.0,False,H,False,74368.23,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,5.96,420220.0,False,H,False,86642.6,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,9.01,413000.0,False,H,False,88086.64,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,11.98,407940.0,False,H,False,88086.64,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,15.02,318410.0,False,H,False,64259.93,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,18.03,260650.0,False,H,False,50180.51,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,22.06,309750.0,False,H,False,87003.61,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,24.04,225270.0,False,H,False,72202.17,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,29.03,34657.0397,False,H,False,18772.56,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,31.99,6498.1949,False,H,False,2166.07,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,35.97,722.0217,False,H,False,2166.07,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,5.89,23246000.0,False,V,False,,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,8.98,21930000.0,False,V,False,,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,15.08,30702000.0,False,V,False,,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,11.92,25439000.0,False,V,False,,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,17.88,41667000.0,False,V,False,,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,21.93,138160000.0,False,V,False,,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,23.88,185960000.0,False,V,False,,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,26.96,215350000.0,False,V,False,,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,28.86,178510000.0,False,V,False,,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen69,32.02,184210000.0,False,V,False,,Prymnesium kappa,Haptophyte,PkV RF02,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen70,0.01,220210.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF01,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen70,3.04,259570.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF01,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen70,6.1,293620.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF01,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen70,9.08,271280.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF01,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen70,12.04,275530.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF01,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen70,15.13,261700.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF01,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen70,18.08,296810.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF01,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen70,22.04,417020.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF01,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen70,24.06,403190.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF01,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen70,29.04,403190.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF01,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen70,32.06,314890.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF01,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen70,36.07,342550.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF01,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen70,39.03,362770.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF01,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen70,41.97,423400.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF01,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
Johannessen70,45.97,470210.0,False,H,True,,Prymnesium kappa,Haptophyte,PkV RF01,FCM (flow cytometry method),StdErr,"Johannessen et al., 2015"
